order,list,item,condition,target_notional_num,competitor_num,ambiguity,target,competitor,target ID,targetPos,compPos,comp2Pos,destPos,locPhrase,change,sentence,sentence-old,firstDisplay,secondDisplay,expTrials
44,1,16,1,1,1,unambiguous,pliers,tulip,14,1,4,,5,above,,The pliers above the tulip are on number 1.,The pliers above the tulip are on number 1.,E16_1_1.jpg,E16_1_2.jpg,Y
44,2,16,2,1,2,ambiguous,pliers,tulips,14,1,4,,5,above,,The pliers above the tulips are on number 1.,The pliers above the tulips are on number 1.,E16_2_1.jpg,E16_2_2.jpg,Y
44,3,16,3,2,1,unambiguous,pliers,tulip,14,1,4,,5,above,,The pliers above the tulip are on number 1.,The pliers above the tulip are on number 1.,E16_3_1.jpg,E16_3_2.jpg,Y
44,4,16,4,2,2,ambiguous,pliers,tulips,14,1,4,,5,above,,The pliers above the tulips are on number 1.,The pliers above the tulips are on number 1.,E16_4_1.jpg,E16_4_2.jpg,Y
45,1,X55,9,,,,,,,3,,,4,,y,There are rackets on number 3.,There is a pinappele on number 3.,X55_9_1.jpg,X55_9_2.jpg,N
45,2,X55,9,,,,,,,3,,,4,,y,There are rackets on number 3.,There is a pinappele on number 3.,X55_9_1.jpg,X55_9_2.jpg,N
45,3,X55,9,,,,,,,3,,,4,,y,There are rackets on number 3.,There is a pinappele on number 3.,X55_9_1.jpg,X55_9_2.jpg,N
45,4,X55,9,,,,,,,3,,,4,,y,There are rackets on number 3.,There is a pinappele on number 3.,X55_9_1.jpg,X55_9_2.jpg,N
46,1,17,4,2,2,ambiguous,headphones,oranges,7,2,5,,4,above,,The headphones above the oranges are on number 2.,The headphones above the organges are on number 2.,E17_4_1.jpg,E17_4_2.jpg,Y
46,2,17,1,1,1,unambiguous,headphones,orange,7,2,5,,4,above,,The headphones above the orange are on number 2.,The headphones above the orange are on number 2.,E17_1_1.jpg,E17_1_2.jpg,Y
46,3,17,2,1,2,ambiguous,headphones,oranges,7,2,5,,4,above,,The headphones above the oranges are on number 2.,The headphones above the organges are on number 2.,E17_2_1.jpg,E17_2_2.jpg,Y
46,4,17,3,2,1,unambiguous,headphones,orange,7,2,5,,4,above,,The headphones above the orange are on number 2.,The headphones above the orange are on number 2.,E17_3_1.jpg,E17_3_2.jpg,Y
47,1,X44,9,,,,,,,1,5,,3,below,y,"The leaves are on number 5, on the row below the king.","The leaf is on number 5, on the row below the king.",X44_9_1.jpg,X44_9_2.jpg,N
47,2,X44,9,,,,,,,1,5,,3,below,y,"The leaves are on number 5, on the row below the king.","The leaf is on number 5, on the row below the king.",X44_9_1.jpg,X44_9_2.jpg,N
47,3,X44,9,,,,,,,1,5,,3,below,y,"The leaves are on number 5, on the row below the king.","The leaf is on number 5, on the row below the king.",X44_9_1.jpg,X44_9_2.jpg,N
47,4,X44,9,,,,,,,1,5,,3,below,y,"The leaves are on number 5, on the row below the king.","The leaf is on number 5, on the row below the king.",X44_9_1.jpg,X44_9_2.jpg,N
48,1,X58,9,,,,,,,3,5,,6,above,,"The stapler is on number 3, on the row above the cowboy.","The stapler is on number 3, on the row above the cowboy.",X58_9_1.jpg,X58_9_2.jpg,N
48,2,X58,9,,,,,,,3,5,,6,above,,"The stapler is on number 3, on the row above the cowboy.","The stapler is on number 3, on the row above the cowboy.",X58_9_1.jpg,X58_9_2.jpg,N
48,3,X58,9,,,,,,,3,5,,6,above,,"The stapler is on number 3, on the row above the cowboy.","The stapler is on number 3, on the row above the cowboy.",X58_9_1.jpg,X58_9_2.jpg,N
48,4,X58,9,,,,,,,3,5,,6,above,,"The stapler is on number 3, on the row above the cowboy.","The stapler is on number 3, on the row above the cowboy.",X58_9_1.jpg,X58_9_2.jpg,N
49,1,18,1,1,1,unambiguous,shears,coat,15,4,1,,6,below,,The shears below the coat are on number 4.,The shears below the coat are on number 4.,E18_1_1.jpg,E18_1_2.jpg,Y
49,2,18,2,1,2,ambiguous,shears,coats,15,4,1,,6,below,,The shears below the coats are on number 4.,The shears below the coats are on number 4.,E18_2_1.jpg,E18_2_2.jpg,Y
49,3,18,3,2,1,unambiguous,shears,coat,15,4,1,,6,below,,The shears below the coat are on number 4.,The shears below the coat are on number 4.,E18_3_1.jpg,E18_3_2.jpg,Y
49,4,18,4,2,2,ambiguous,shears,coats,15,4,1,,6,below,,The shears below the coats are on number 4.,The shears below the coats are on number 4.,E18_4_1.jpg,E18_4_2.jpg,Y
50,1,X47,9,,,,,,,5,,,3,,,The gift is on number 5.,The gift is on number 5.,X47_9_1.jpg,X47_9_2.jpg,N
50,2,X47,9,,,,,,,5,,,3,,,The gift is on number 5.,The gift is on number 5.,X47_9_1.jpg,X47_9_2.jpg,N
50,3,X47,9,,,,,,,5,,,3,,,The gift is on number 5.,The gift is on number 5.,X47_9_1.jpg,X47_9_2.jpg,N
50,4,X47,9,,,,,,,5,,,3,,,The gift is on number 5.,The gift is on number 5.,X47_9_1.jpg,X47_9_2.jpg,N
51,1,X52,9,,,,,,,5,3,,6,below,y,"On the row below the goats, there is a dog and it is on number 5.","On the row below the goat, there is a dog and it is on number 5.",X52_9_1.jpg,X52_9_2.jpg,N
51,2,X52,9,,,,,,,5,3,,6,below,y,"On the row below the goats, there is a dog and it is on number 5.","On the row below the goat, there is a dog and it is on number 5.",X52_9_1.jpg,X52_9_2.jpg,N
51,3,X52,9,,,,,,,5,3,,6,below,y,"On the row below the goats, there is a dog and it is on number 5.","On the row below the goat, there is a dog and it is on number 5.",X52_9_1.jpg,X52_9_2.jpg,N
51,4,X52,9,,,,,,,5,3,,6,below,y,"On the row below the goats, there is a dog and it is on number 5.","On the row below the goat, there is a dog and it is on number 5.",X52_9_1.jpg,X52_9_2.jpg,N
52,1,19,3,2,1,unambiguous,tongs,broom,16,3,6,,2,above,,The tongs above the broom are on number 3.,The tongs above the broom are on number 3.,E19_3_1.jpg,E19_3_2.jpg,Y
52,2,19,4,2,2,ambiguous,tongs,brooms,16,3,6,,2,above,,The tongs above the brooms are on number 3.,The tongs above the brooms are on number 3.,E19_4_1.jpg,E19_4_2.jpg,Y
52,3,19,1,1,1,unambiguous,tongs,broom,16,3,6,,2,above,,The tongs above the broom are on number 3.,The tongs above the broom are on number 3.,E19_1_1.jpg,E19_1_2.jpg,Y
52,4,19,2,1,2,ambiguous,tongs,brooms,16,3,6,,2,above,,The tongs above the brooms are on number 3.,The tongs above the brooms are on number 3.,E19_2_1.jpg,E19_2_2.jpg,Y
53,1,X49,9,,,,,,,6,3,,4,below,y,"The daisies are on number 6, below the ant.",,X49_9_1.jpg,X49_9_2.jpg,N
53,2,X49,9,,,,,,,6,3,,4,below,y,"The daisies are on number 6, below the ant.",,X49_9_1.jpg,X49_9_2.jpg,N
53,3,X49,9,,,,,,,6,3,,4,below,y,"The daisies are on number 6, below the ant.",,X49_9_1.jpg,X49_9_2.jpg,N
53,4,X49,9,,,,,,,6,3,,4,below,y,"The daisies are on number 6, below the ant.",,X49_9_1.jpg,X49_9_2.jpg,N
54,1,20,2,1,2,ambiguous,tights,apples,6,2,6,,4,above,,The tights above the apples are on number 2.,The tights above the apples are on number 2.,E20_2_1.jpg,E20_2_2.jpg,Y
54,2,20,3,2,1,unambiguous,tights,apple,6,2,6,,4,above,,The tights above the apple are on number 2.,The tights above the apple are on number 2.,E20_3_1.jpg,E20_3_2.jpg,Y
54,3,20,4,2,2,ambiguous,tights,apples,6,2,6,,4,above,,The tights above the apples are on number 2.,The tights above the apples are on number 2.,E20_4_1.jpg,E20_4_2.jpg,Y
54,4,20,1,1,1,unambiguous,tights,apple,6,2,6,,4,above,,The tights above the apple are on number 2.,The tights above the apple are on number 2.,E20_1_1.jpg,E20_1_2.jpg,Y
55,1,X35,9,,,,,,,5,3,,1,below,,"The cow is on number 5, and it is on the row below the doctor.","The cow is on number 5, and it is on the row below the doctor.",X35_9_1.jpg,X35_9_2.jpg,N
55,2,X35,9,,,,,,,5,3,,1,below,,"The cow is on number 5, and it is on the row below the doctor.","The cow is on number 5, and it is on the row below the doctor.",X35_9_1.jpg,X35_9_2.jpg,N
55,3,X35,9,,,,,,,5,3,,1,below,,"The cow is on number 5, and it is on the row below the doctor.","The cow is on number 5, and it is on the row below the doctor.",X35_9_1.jpg,X35_9_2.jpg,N
55,4,X35,9,,,,,,,5,3,,1,below,,"The cow is on number 5, and it is on the row below the doctor.","The cow is on number 5, and it is on the row below the doctor.",X35_9_1.jpg,X35_9_2.jpg,N
56,1,X50,9,,,,,,,5,4,,6,,,There is a CD on number 5.,There is a CD on number 5.,X50_9_1.jpg,X50_9_2.jpg,N
56,2,X50,9,,,,,,,5,4,,6,,,There is a CD on number 5.,There is a CD on number 5.,X50_9_1.jpg,X50_9_2.jpg,N
56,3,X50,9,,,,,,,5,4,,6,,,There is a CD on number 5.,There is a CD on number 5.,X50_9_1.jpg,X50_9_2.jpg,N
56,4,X50,9,,,,,,,5,4,,6,,,There is a CD on number 5.,There is a CD on number 5.,X50_9_1.jpg,X50_9_2.jpg,N
57,1,21,4,2,2,ambiguous,goggles,roses,13,4,2,,6,below,,The goggles below the roses are on number 4.,The goggles below the roses are on number 4.,E21_4_1.jpg,E21_4_2.jpg,Y
57,2,21,1,1,1,unambiguous,goggles,rose,13,4,2,,6,below,,The goggles below the rose are on number 4.,The goggles below the rose are on number 4.,E21_1_1.jpg,E21_1_2.jpg,Y
57,3,21,2,1,2,ambiguous,goggles,roses,13,4,2,,6,below,,The goggles below the roses are on number 4.,The goggles below the roses are on number 4.,E21_2_1.jpg,E21_2_2.jpg,Y
57,4,21,3,2,1,unambiguous,goggles,rose,13,4,2,,6,below,,The goggles below the rose are on number 4.,The goggles below the rose are on number 4.,E21_3_1.jpg,E21_3_2.jpg,Y
58,1,X60,9,,,,,,,3,6,,5,above,,The pirate is on number 3 above the door.,The pirate is on number 3 above the door.,X60_9_1.jpg,X60_9_2.jpg,N
58,2,X60,9,,,,,,,3,6,,5,above,,The pirate is on number 3 above the door.,The pirate is on number 3 above the door.,X60_9_1.jpg,X60_9_2.jpg,N
58,3,X60,9,,,,,,,3,6,,5,above,,The pirate is on number 3 above the door.,The pirate is on number 3 above the door.,X60_9_1.jpg,X60_9_2.jpg,N
58,4,X60,9,,,,,,,3,6,,5,above,,The pirate is on number 3 above the door.,The pirate is on number 3 above the door.,X60_9_1.jpg,X60_9_2.jpg,N
59,1,22,3,2,1,unambiguous,trousers,violin,3,5,6,,3,next to,,The trousers next to the violin are on number 5.,The trousers next to the violin are on number 5.,E22_3_1.jpg,E22_3_2.jpg,Y
59,2,22,4,2,2,ambiguous,trousers,violins,3,5,6,,3,next to,,The trousers next to the violins are on number 5.,The trousers next to the violins are on number 5.,E22_4_1.jpg,E22_4_2.jpg,Y
59,3,22,1,1,1,unambiguous,trousers,violin,3,5,6,,3,next to,,The trousers next to the violin are on number 5.,The trousers next to the violin are on number 5.,E22_1_1.jpg,E22_1_2.jpg,Y
59,4,22,2,1,2,ambiguous,trousers,violins,3,5,6,,3,next to,,The trousers next to the violins are on number 5.,The trousers next to the violins are on number 5.,E22_2_1.jpg,E22_2_2.jpg,Y
60,1,X62,9,,,,,,,5,,,3,,,The teacher is on number 5.,The teacher is on number 5.,X62_9_1.jpg,X62_9_2.jpg,N
60,2,X62,9,,,,,,,5,,,3,,,The teacher is on number 5.,The teacher is on number 5.,X62_9_1.jpg,X62_9_2.jpg,N
60,3,X62,9,,,,,,,5,,,3,,,The teacher is on number 5.,The teacher is on number 5.,X62_9_1.jpg,X62_9_2.jpg,N
60,4,X62,9,,,,,,,5,,,3,,,The teacher is on number 5.,The teacher is on number 5.,X62_9_1.jpg,X62_9_2.jpg,N
61,1,23,2,1,2,ambiguous,binoculars,guitars,2,3,2,,4,next to,,The binoculars next to the guitars are on number 3.,The binoculars next to the guitars are on number 3.,E23_2_1.jpg,E23_2_2.jpg,Y
61,2,23,3,2,1,unambiguous,binoculars,guitar,2,3,2,,4,next to,,The binoculars next to the guitar are on number 3.,The binoculars next to the guitar are on number 3.,E23_3_1.jpg,E23_3_2.jpg,Y
61,3,23,4,2,2,ambiguous,binoculars,guitars,2,3,2,,4,next to,,The binoculars next to the guitars are on number 3.,The binoculars next to the guitars are on number 3.,E23_4_1.jpg,E23_4_2.jpg,Y
61,4,23,1,1,1,unambiguous,binoculars,guitar,2,3,2,,4,next to,,The binoculars next to the guitar are on number 3.,The binoculars next to the guitar are on number 3.,E23_1_1.jpg,E23_1_2.jpg,Y
62,1,X43,9,,,,,,,6,3,,5,above,y,The umbrella is above the jugs.,The umbrella is above the jug.,X43_9_1.jpg,X43_9_2.jpg,N
62,2,X43,9,,,,,,,6,3,,5,above,y,The umbrella is above the jugs.,The umbrella is above the jug.,X43_9_1.jpg,X43_9_2.jpg,N
62,3,X43,9,,,,,,,6,3,,5,above,y,The umbrella is above the jugs.,The umbrella is above the jug.,X43_9_1.jpg,X43_9_2.jpg,N
62,4,X43,9,,,,,,,6,3,,5,above,y,The umbrella is above the jugs.,The umbrella is above the jug.,X43_9_1.jpg,X43_9_2.jpg,N
63,1,X64,9,,,,,,,1,3,,6,,,There is an elephant on number 1.,There is an elephant on number 1.,X64_9_1.jpg,X64_9_2.jpg,N
63,2,X64,9,,,,,,,1,3,,6,,,There is an elephant on number 1.,There is an elephant on number 1.,X64_9_1.jpg,X64_9_2.jpg,N
63,3,X64,9,,,,,,,1,3,,6,,,There is an elephant on number 1.,There is an elephant on number 1.,X64_9_1.jpg,X64_9_2.jpg,N
63,4,X64,9,,,,,,,1,3,,6,,,There is an elephant on number 1.,There is an elephant on number 1.,X64_9_1.jpg,X64_9_2.jpg,N
64,1,24,1,1,1,unambiguous,sunglasses,barrel,8,2,5,,3,above,,The sunglasses above the barrel are on number 2.,The sunglasses above the barrel are on number 2.,E24_1_1.jpg,E24_1_2.jpg,Y
64,2,24,2,1,2,ambiguous,sunglasses,barrels,8,2,5,,3,above,,The sunglasses above the barrels are on number 2.,The sunglasses above the barrels are on number 2.,E24_2_1.jpg,E24_2_2.jpg,Y
64,3,24,3,2,1,unambiguous,sunglasses,barrel,8,2,5,,3,above,,The sunglasses above the barrel are on number 2.,The sunglasses above the barrel are on number 2.,E24_3_1.jpg,E24_3_2.jpg,Y
64,4,24,4,2,2,ambiguous,sunglasses,barrels,8,2,5,,3,above,,The sunglasses above the barrels are on number 2.,The sunglasses above the barrels are on number 2.,E24_4_1.jpg,E24_4_2.jpg,Y
65,1,X63,9,,,,,,,5,,,1,,y,The buses are on number 5.,The bus is on number 5.,X63_9_1.jpg,X63_9_2.jpg,N
65,2,X63,9,,,,,,,5,,,1,,y,The buses are on number 5.,The bus is on number 5.,X63_9_1.jpg,X63_9_2.jpg,N
65,3,X63,9,,,,,,,5,,,1,,y,The buses are on number 5.,The bus is on number 5.,X63_9_1.jpg,X63_9_2.jpg,N
65,4,X63,9,,,,,,,5,,,1,,y,The buses are on number 5.,The bus is on number 5.,X63_9_1.jpg,X63_9_2.jpg,N
66,1,X75,9,,,,,,,2,6,5,3,above,,"The lock is on number 2, on the row above the shopping cart and the whistle.","The lock is on number 2, on the row above the shopping cart and the whistle.",X75_9_1.jpg,X75_9_2.jpg,N
66,2,X75,9,,,,,,,2,6,5,3,above,,"The lock is on number 2, on the row above the shopping cart and the whistle.","The lock is on number 2, on the row above the shopping cart and the whistle.",X75_9_1.jpg,X75_9_2.jpg,N
66,3,X75,9,,,,,,,2,6,5,3,above,,"The lock is on number 2, on the row above the shopping cart and the whistle.","The lock is on number 2, on the row above the shopping cart and the whistle.",X75_9_1.jpg,X75_9_2.jpg,N
66,4,X75,9,,,,,,,2,6,5,3,above,,"The lock is on number 2, on the row above the shopping cart and the whistle.","The lock is on number 2, on the row above the shopping cart and the whistle.",X75_9_1.jpg,X75_9_2.jpg,N
67,1,25,3,2,1,unambiguous,stairs,tie,9,2,1,,4,next to,,The stairs next to the tie are on number 2.,The stairs next to the tie are on number 2.,E25_3_1.jpg,E25_3_2.jpg,Y
67,2,25,4,2,2,ambiguous,stairs,ties,9,2,1,,4,next to,,The stairs next to the ties are on number 2.,The stairs next to the ties are on number 2.,E25_4_1.jpg,E25_4_2.jpg,Y
67,3,25,1,1,1,unambiguous,stairs,tie,9,2,1,,4,next to,,The stairs next to the tie are on number 2.,The stairs next to the tie are on number 2.,E25_1_1.jpg,E25_1_2.jpg,Y
67,4,25,2,1,2,ambiguous,stairs,ties,9,2,1,,4,next to,,The stairs next to the ties are on number 2.,The stairs next to the ties are on number 2.,E25_2_1.jpg,E25_2_2.jpg,Y
68,1,X66,9,,,,,,,2,4,,3,,,The rugby player is on number 2.,The rugby player is on number 2.,X66_9_1.jpg,X66_9_2.jpg,N
68,2,X66,9,,,,,,,2,4,,3,,,The rugby player is on number 2.,The rugby player is on number 2.,X66_9_1.jpg,X66_9_2.jpg,N
68,3,X66,9,,,,,,,2,4,,3,,,The rugby player is on number 2.,The rugby player is on number 2.,X66_9_1.jpg,X66_9_2.jpg,N
68,4,X66,9,,,,,,,2,4,,3,,,The rugby player is on number 2.,The rugby player is on number 2.,X66_9_1.jpg,X66_9_2.jpg,N
69,1,26,4,2,2,ambiguous,earphones,buckets,12,1,4,,3,above,,The earphones above the buckets are on number 1.,The earphones above the buckets are on number 1.,E26_4_1.jpg,E26_4_2.jpg,Y
69,2,26,1,1,1,unambiguous,earphones,bucket,12,1,4,,3,above,,The earphones above the bucket are on number 1.,The earphones above the bucket are on number 1.,E26_1_1.jpg,E26_1_2.jpg,Y
69,3,26,2,1,2,ambiguous,earphones,buckets,12,1,4,,3,above,,The earphones above the buckets are on number 1.,The earphones above the buckets are on number 1.,E26_2_1.jpg,E26_2_2.jpg,Y
69,4,26,3,2,1,unambiguous,earphones,bucket,12,1,4,,3,above,,The earphones above the bucket are on number 1.,The earphones above the bucket are on number 1.,E26_3_1.jpg,E26_3_2.jpg,Y
70,1,X73,9,,,,,,,1,3,,4,next to,y,"On the same row as the painter, there are pizzas.","On the same line of the painter, there is a pizza.",X73_9_1.jpg,X73_9_2.jpg,N
70,2,X73,9,,,,,,,1,3,,4,next to,y,"On the same row as the painter, there are pizzas.","On the same line of the painter, there is a pizza.",X73_9_1.jpg,X73_9_2.jpg,N
70,3,X73,9,,,,,,,1,3,,4,next to,y,"On the same row as the painter, there are pizzas.","On the same line of the painter, there is a pizza.",X73_9_1.jpg,X73_9_2.jpg,N
70,4,X73,9,,,,,,,1,3,,4,next to,y,"On the same row as the painter, there are pizzas.","On the same line of the painter, there is a pizza.",X73_9_1.jpg,X73_9_2.jpg,N
71,1,X61,9,,,,,,,3,6,,1,above,,"The hedgehog is on number 3, above the watermelon.","The hedgehog is on number 3, above the watermelon.",X61_9_1.jpg,X61_9_2.jpg,N
71,2,X61,9,,,,,,,3,6,,1,above,,"The hedgehog is on number 3, above the watermelon.","The hedgehog is on number 3, above the watermelon.",X61_9_1.jpg,X61_9_2.jpg,N
71,3,X61,9,,,,,,,3,6,,1,above,,"The hedgehog is on number 3, above the watermelon.","The hedgehog is on number 3, above the watermelon.",X61_9_1.jpg,X61_9_2.jpg,N
71,4,X61,9,,,,,,,3,6,,1,above,,"The hedgehog is on number 3, above the watermelon.","The hedgehog is on number 3, above the watermelon.",X61_9_1.jpg,X61_9_2.jpg,N
72,1,27,1,1,1,unambiguous,scissors,cup,1,6,3,,4,below,,The scissors below the cup are on number 6.,The scissors below the cup are on number 6.,E27_1_1.jpg,E27_1_2.jpg,Y
72,2,27,2,1,2,ambiguous,scissors,cups,1,6,3,,4,below,,The scissors below the cups are on number 6.,The scissors below the cups are on number 6.,E27_2_1.jpg,E27_2_2.jpg,Y
72,3,27,3,2,1,unambiguous,scissors,cup,1,6,3,,4,below,,The scissors below the cup are on number 6.,The scissors below the cup are on number 6.,E27_3_1.jpg,E27_3_2.jpg,Y
72,4,27,4,2,2,ambiguous,scissors,cups,1,6,3,,4,below,,The scissors below the cups are on number 6.,The scissors below the cups are on number 6.,E27_4_1.jpg,E27_4_2.jpg,Y
73,1,X07,9,,,,,,,2,3,,5,next to,y,"The nails are on number 3, next to the nurse.","The nail is on number 3, next to the nurse.",X07_9_1.jpg,X07_9_2.jpg,N
73,2,X07,9,,,,,,,2,3,,5,next to,y,"The nails are on number 3, next to the nurse.","The nail is on number 3, next to the nurse.",X07_9_1.jpg,X07_9_2.jpg,N
73,3,X07,9,,,,,,,2,3,,5,next to,y,"The nails are on number 3, next to the nurse.","The nail is on number 3, next to the nurse.",X07_9_1.jpg,X07_9_2.jpg,N
73,4,X07,9,,,,,,,2,3,,5,next to,y,"The nails are on number 3, next to the nurse.","The nail is on number 3, next to the nurse.",X07_9_1.jpg,X07_9_2.jpg,N
74,1,28,2,1,2,ambiguous,shears,carrots,15,3,4,,2,above,,The shears above the carrots are on number 3.,The shears above the carrots are on number 3.,E28_2_1.jpg,E28_2_2.jpg,Y
74,2,28,3,2,1,unambiguous,shears,carrot,15,3,4,,2,above,,The shears above the carrot are on number 3.,The shears above the carrot are on number 3.,E28_3_1.jpg,E28_3_2.jpg,Y
74,3,28,4,2,2,ambiguous,shears,carrots,15,3,4,,2,above,,The shears above the carrots are on number 3.,The shears above the carrots are on number 3.,E28_4_1.jpg,E28_4_2.jpg,Y
74,4,28,1,1,1,unambiguous,shears,carrot,15,3,4,,2,above,,The shears above the carrot are on number 3.,The shears above the carrot are on number 3.,E28_1_1.jpg,E28_1_2.jpg,Y
75,1,X74,9,,,,,,,2,,,3,,,"On number 2, there is a stool.","On number 2, there is a stool.",X74_9_1.jpg,X74_9_2.jpg,N
75,2,X74,9,,,,,,,2,,,3,,,"On number 2, there is a stool.","On number 2, there is a stool.",X74_9_1.jpg,X74_9_2.jpg,N
75,3,X74,9,,,,,,,2,,,3,,,"On number 2, there is a stool.","On number 2, there is a stool.",X74_9_1.jpg,X74_9_2.jpg,N
75,4,X74,9,,,,,,,2,,,3,,,"On number 2, there is a stool.","On number 2, there is a stool.",X74_9_1.jpg,X74_9_2.jpg,N
76,1,X71,9,,,,,,,3,6,,5,above,,"The printer is on number 3, and it is above the pig.","The printer is on number 3, and it is above the pig.",X71_9_1.jpg,X71_9_2.jpg,N
76,2,X71,9,,,,,,,3,6,,5,above,,"The printer is on number 3, and it is above the pig.","The printer is on number 3, and it is above the pig.",X71_9_1.jpg,X71_9_2.jpg,N
76,3,X71,9,,,,,,,3,6,,5,above,,"The printer is on number 3, and it is above the pig.","The printer is on number 3, and it is above the pig.",X71_9_1.jpg,X71_9_2.jpg,N
76,4,X71,9,,,,,,,3,6,,5,above,,"The printer is on number 3, and it is above the pig.","The printer is on number 3, and it is above the pig.",X71_9_1.jpg,X71_9_2.jpg,N
77,1,29,4,2,2,ambiguous,pliers,leeks,14,5,6,,3,next to,,The pliers next to the leeks are on number 5.,The pliers next to the leeks are on number 5.,E29_4_1.jpg,E29_4_2.jpg,Y
77,2,29,1,1,1,unambiguous,pliers,leek,14,5,6,,3,next to,,The pliers next to the leek are on number 5.,The pliers next to the leek are on number 5.,E29_1_1.jpg,E29_1_2.jpg,Y
77,3,29,2,1,2,ambiguous,pliers,leeks,14,5,6,,3,next to,,The pliers next to the leeks are on number 5.,The pliers next to the leeks are on number 5.,E29_2_1.jpg,E29_2_2.jpg,Y
77,4,29,3,2,1,unambiguous,pliers,leek,14,5,6,,3,next to,,The pliers next to the leek are on number 5.,The pliers next to the leek are on number 5.,E29_3_1.jpg,E29_3_2.jpg,Y
78,1,X41,9,,,,,,,5,,,2,,y,"On number 5, there are helmets.","On number 5, there is a helmet.",X41_9_1.jpg,X41_9_2.jpg,N
78,2,X41,9,,,,,,,5,,,2,,y,"On number 5, there are helmets.","On number 5, there is a helmet.",X41_9_1.jpg,X41_9_2.jpg,N
78,3,X41,9,,,,,,,5,,,2,,y,"On number 5, there are helmets.","On number 5, there is a helmet.",X41_9_1.jpg,X41_9_2.jpg,N
78,4,X41,9,,,,,,,5,,,2,,y,"On number 5, there are helmets.","On number 5, there is a helmet.",X41_9_1.jpg,X41_9_2.jpg,N
79,1,30,2,1,2,ambiguous,shorts,cans,5,1,2,,5,next to,,The shorts next to the cans are on number 1.,The shorts next to the cans are on number 1.,E30_2_1.jpg,E30_2_2.jpg,Y
79,2,30,3,2,1,unambiguous,shorts,can,5,1,2,,5,next to,,The shorts next to the can are on number 1.,The shorts next to the can are on number 1.,E30_3_1.jpg,E30_3_2.jpg,Y
79,3,30,4,2,2,ambiguous,shorts,cans,5,1,2,,5,next to,,The shorts next to the cans are on number 1.,The shorts next to the cans are on number 1.,E30_4_1.jpg,E30_4_2.jpg,Y
79,4,30,1,1,1,unambiguous,shorts,can,5,1,2,,5,next to,,The shorts next to the can are on number 1.,The shorts next to the can are on number 1.,E30_1_1.jpg,E30_1_2.jpg,Y
80,1,X39,9,,,,,,,6,3,4,2,below,,The crown and the clown are on the row below the jester.,The crown and the clown are on the row below the jester.,X39_9_1.jpg,X39_9_2.jpg,N
80,2,X39,9,,,,,,,6,3,4,2,below,,The crown and the clown are on the row below the jester.,The crown and the clown are on the row below the jester.,X39_9_1.jpg,X39_9_2.jpg,N
80,3,X39,9,,,,,,,6,3,4,2,below,,The crown and the clown are on the row below the jester.,The crown and the clown are on the row below the jester.,X39_9_1.jpg,X39_9_2.jpg,N
80,4,X39,9,,,,,,,6,3,4,2,below,,The crown and the clown are on the row below the jester.,The crown and the clown are on the row below the jester.,X39_9_1.jpg,X39_9_2.jpg,N
81,1,31,1,1,1,unambiguous,goggles,trumpet,13,1,2,,6,next to,,The goggles next to the trumpet are on number 1.,The goggles next to the trumpet are on number 1.,E31_1_1.jpg,E31_1_2.jpg,Y
81,2,31,2,1,2,ambiguous,goggles,trumpets,13,1,2,,6,next to,,The goggles next to the trumpets are on number 1.,The goggles next to the trumpets are on number 1.,E31_2_1.jpg,E31_2_2.jpg,Y
81,3,31,3,2,1,unambiguous,goggles,trumpet,13,1,2,,6,next to,,The goggles next to the trumpet are on number 1.,The goggles next to the trumpet are on number 1.,E31_3_1.jpg,E31_3_2.jpg,Y
81,4,31,4,2,2,ambiguous,goggles,trumpets,13,1,2,,6,next to,,The goggles next to the trumpets are on number 1.,The goggles next to the trumpets are on number 1.,E31_4_1.jpg,E31_4_2.jpg,Y
82,1,X78,9,,,,,,,6,3,,2,above,,"The candle is on number 3, above the beekeeper.","The candle is on number 3, above the beekeeper.",X78_9_1.jpg,X78_9_2.jpg,N
82,2,X78,9,,,,,,,6,3,,2,above,,"The candle is on number 3, above the beekeeper.","The candle is on number 3, above the beekeeper.",X78_9_1.jpg,X78_9_2.jpg,N
82,3,X78,9,,,,,,,6,3,,2,above,,"The candle is on number 3, above the beekeeper.","The candle is on number 3, above the beekeeper.",X78_9_1.jpg,X78_9_2.jpg,N
82,4,X78,9,,,,,,,6,3,,2,above,,"The candle is on number 3, above the beekeeper.","The candle is on number 3, above the beekeeper.",X78_9_1.jpg,X78_9_2.jpg,N
83,1,X23,9,,,,,,,4,1,,3,below,y,"The screws are on number 4, and they are below the golfer.","The screw is on number 4, and it is below the golfer.",X23_9_1.jpg,X23_9_2.jpg,N
83,2,X23,9,,,,,,,4,1,,3,below,y,"The screws are on number 4, and they are below the golfer.","The screw is on number 4, and it is below the golfer.",X23_9_1.jpg,X23_9_2.jpg,N
83,3,X23,9,,,,,,,4,1,,3,below,y,"The screws are on number 4, and they are below the golfer.","The screw is on number 4, and it is below the golfer.",X23_9_1.jpg,X23_9_2.jpg,N
83,4,X23,9,,,,,,,4,1,,3,below,y,"The screws are on number 4, and they are below the golfer.","The screw is on number 4, and it is below the golfer.",X23_9_1.jpg,X23_9_2.jpg,N
84,1,32,3,2,1,unambiguous,bagpipes,fridge,10,1,4,,3,above,,The bagpipes above the fridge are on number 1.,The bagpipes above the fridge are on number 1.,E32_3_1.jpg,E32_3_2.jpg,Y
